ubc_number,mine,tsf,owner_company,country,latitude,longitude,status,construction_year,current_tailings_storage,planned_storage_5_years,hazard_categorization,source,link,index_right,um_class,conf,name,lith,ref_source,publish,dist_m,dist_km
1243,Canadian Malartic,Canadian Malartic TSF,Yamana Gold,Canada,48.111389,-78.103611,Active,2012.0,96000000.0,136500000.0,Medium to High,Global Tailing Dam [https://www.grida.no/publications/472],https://s22.q4cdn.com/899716706/files/doc_downloads/2019/06/Tailings-Safety-Disclosure-Data.pdf,52010,major,high,,Schiste et roches volcaniques ultramafiques,"Quebec SIGEOM, Geologie du socle (Zone geologique)",True,2114.9609140749653,2.1
1818,MMG Yuletide,"MMG Yuletide
in pit",Ramelius Resources,China,-27.983346,117.824481,Closed,2007.0,470000.0,1012000.0,Low,Global Tailing Dam [https://www.grida.no/publications/472],https://www.rameliusresources.com.au/environment/,20654,major,high,ultramafic rocks 74480,igneous ultramafic intrusive; igneous ultramafic volcanic,"Geoscience Australia, Surface Geology of Australia 1:1M (2012)",True,0.0,0.0
1814,EMO,EMO TSF,Ramelius Resources,China,-31.273484,118.688877,Active,2009.0,22000000.0,35000000.0,"Medium
",Global Tailing Dam [https://www.grida.no/publications/472],https://www.rameliusresources.com.au/environment/,21630,major,high,undivided metamorphosed igneous and sedimentary rocks 74367,igneous mafic volcanic; meta-igneous ultramafic,"Geoscience Australia, Surface Geology of Australia 1:1M (2012)",True,929.0713175617803,0.9
2913,Quartz de Dordogne,TSF #1,Imerys,France,45.400357,0.833449,Active,2003.0,700000.0,720000.0,Low,Global Tailing Dam [https://www.grida.no/publications/472],,14837,major,high,,peridotite [5.0%..50.0%]; serpentinite [5.0%..50.0%]; ultramafic igneous rock [50.0%..95.0%],Bureau de Recherches Géologiques et Minières,True,3136.8974715642735,3.1
2914,Quartz de Dordogne,TSF #2,Imerys,France,45.399627,0.830786,Active,2004.0,300000.0,350000.0,Low,Global Tailing Dam [https://www.grida.no/publications/472],,14837,major,high,,peridotite [5.0%..50.0%]; serpentinite [5.0%..50.0%]; ultramafic igneous rock [50.0%..95.0%],Bureau de Recherches Géologiques et Minières,True,3309.1293240611517,3.3
2915,Quartz de Dordogne,TSF #3,Imerys,France,45.397262,0.830838,Active,2014.0,250000.0,350000.0,Low,Global Tailing Dam [https://www.grida.no/publications/472],,14837,major,high,,peridotite [5.0%..50.0%]; serpentinite [5.0%..50.0%]; ultramafic igneous rock [50.0%..95.0%],Bureau de Recherches Géologiques et Minières,True,3527.1298492753276,3.5
1114,Noumea,KO2 Berm,Vale,New Caledonia,-22.308528,166.918417,Active,2008.0,22000000.0,40000000.0,Class A,Global Tailing Dam [https://www.grida.no/publications/472],http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,34247,major,high,Formations d'altération,Latérites épaisses sur péridotites,"Georep / DIMENC New Caledonia, Massifs de peridotites 1:50k",True,0.0,0.0
1503,ANBP,ANBP-2 TSF (Multiple Dams),PHOSAGRO,Russia,67.659444,33.206667,Active,1963.0,481540000.0,500760000.0,Hazard class I,Global Tailing Dam [https://www.grida.no/publications/472],https://www.phosagro.com,19743,major,medium,Devonian plutonic,plutonic ultramafic group,"Geologisches Jahrbuch, SA 3",True,2624.702079686751,2.6
1504,ANBP,ANBP-3 TSF (Multiple Dams),PHOSAGRO,Russia,67.538056,33.594444,Active,1963.0,252190000.0,328390000.0,Hazard class I,Global Tailing Dam [https://www.grida.no/publications/472],https://www.phosagro.com,19742,major,medium,Devonian plutonic,plutonic ultramafic group,"Geologisches Jahrbuch, SA 3",True,3200.102253194813,3.2
11,Modikwa,Modikwa Tailings Storage Facility,African Rainbow Minerals,South Africa,-24.651158,30.1519,Active,2002.0,22000000.0,28000000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://www.arm.co.za/sd/files/arm-summary-tailings-storage-facilities-disclosure.pdf,56717,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,232.75690456540502,0.2
6,Two Rivers,Two Rivers Tailings Storage Facility,African Rainbow Minerals,South Africa,-24.921847,30.122753,Active,2006.0,21200000.0,25000000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://www.arm.co.za/sd/files/arm-summary-tailings-storage-facilities-disclosure.pdf,56717,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,0.0,0.0
173,Bokoni JV,Consolidated Dam,Anglo American Platinum,South Africa,-24.29644,29.87809,Inactive,1974.0,7070000.0,7070000.0,Major (High),Global Tailing Dam [https://www.grida.no/publications/472],https://www.angloamerican.com/sustainability/tailings-summary/tailings-database?page=5,56710,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,694.1590581850147,0.7
174,Bokoni JV,Dam 6,Anglo American Platinum,South Africa,-24.30033,29.88824,Inactive,2004.0,7170000.0,7170000.0,Major (High),Global Tailing Dam [https://www.grida.no/publications/472],https://www.angloamericanplatinum.com/~/media/Files/A/Anglo-American-Platinum/documents/annual-updates-2019/platinum-tailings-storage-facilities-angloamerican-new.pdf,56710,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,682.3477929034608,0.7
175,Modikwa JV,Modikwa,Anglo American Platinum,South Africa,-24.651158,30.1519,Active,2002.0,22000000.0,28000000.0,Major (High),Global Tailing Dam [https://www.grida.no/publications/472],https://www.angloamericanplatinum.com/~/media/Files/A/Anglo-American-Platinum/documents/annual-updates-2019/platinum-tailings-storage-facilities-angloamerican-new.pdf,56717,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,232.75690456540502,0.2
113,Mototolo,Helena Dam 1,Anglo American Platinum,South Africa,-25.01605,30.11316,Active,2006.0,14000000.0,15000000.0,Major (High),Global Tailing Dam [https://www.grida.no/publications/472],https://www.angloamericanplatinum.com/~/media/Files/A/Anglo-American-Platinum/documents/annual-updates-2019/platinum-tailings-storage-facilities-angloamerican-new.pdf,56717,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,0.0,0.0
114,Mototolo,Mareesburg,Anglo American Platinum,South Africa,-25.01143,30.14734,Active,2018.0,76000.0,5550000.0,Major (High),Global Tailing Dam [https://www.grida.no/publications/472],https://www.angloamericanplatinum.com/~/media/Files/A/Anglo-American-Platinum/documents/annual-updates-2019/platinum-tailings-storage-facilities-angloamerican-new.pdf,56717,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,0.0,0.0
176,Kroondal JV (PSA1),K1,Anglo American Platinum,South Africa,-25.71306,27.3296,Active,1999.0,5300000.0,6200000.0,Major (High),Global Tailing Dam [https://www.grida.no/publications/472],https://www.angloamericanplatinum.com/~/media/Files/A/Anglo-American-Platinum/documents/annual-updates-2019/platinum-tailings-storage-facilities-angloamerican-new.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,3182.274676987763,3.2
177,Kroondal JV (PSA1),K150,Anglo American Platinum,South Africa,-25.7164,27.35163,Active,2001.0,10100000.0,11900000.0,Major (High),Global Tailing Dam [https://www.grida.no/publications/472],https://www.angloamericanplatinum.com/~/media/Files/A/Anglo-American-Platinum/documents/annual-updates-2019/platinum-tailings-storage-facilities-angloamerican-new.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,3555.358862376023,3.6
178,Kroondal JV (PSA1),K2,Anglo American Platinum,South Africa,-25.71688,27.3604,Active,2005.0,16000000.0,18400000.0,Major (High),Global Tailing Dam [https://www.grida.no/publications/472],https://www.angloamericanplatinum.com/~/media/Files/A/Anglo-American-Platinum/documents/annual-updates-2019/platinum-tailings-storage-facilities-angloamerican-new.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,4051.5272188301783,4.1
179,Kroondal JV (PSA2),Marikana,Anglo American Platinum,South Africa,-25.732519,27.40939,Active,1999.0,11900000.0,16800000.0,Major (High),Global Tailing Dam [https://www.grida.no/publications/472],https://www.angloamericanplatinum.com/~/media/Files/A/Anglo-American-Platinum/documents/annual-updates-2019/platinum-tailings-storage-facilities-angloamerican-new.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,1418.7395354484875,1.4
721,Boshoek Smelter Complex,Boshoek Smelter (Slimes),Glencore,South Africa,-25.486667,27.115278,Active,2005.0,30000.0,40000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,1818.1815936293838,1.8
737,Helena Chromium Mine,Helena TSF (Tailings Dam),Glencore,South Africa,-25.000278,30.119722,Inactive,2007.0,120000.0,120000.0,Significant,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,56717,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,0.0,0.0
734,Lion Smelter,Lion Smelter (Cell 1),Glencore,South Africa,-24.823611,30.116111,Active,2006.0,280000.0,410000.0,Significant,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,56717,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,0.0,0.0
735,Lion Smelter,Lion Smelter (Cell 2 and 3),Glencore,South Africa,-24.822222,30.116944,Active,2012.0,520000.0,1000000.0,Significant,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,56717,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,0.0,0.0
732,Rietvly Silica Mine,Rietvly (Silica TSF),Glencore,South Africa,-25.629722,27.133056,Active,2017.0,200000.0,260000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,853.6757075292877,0.9
722,Rustenburg Smelter,Rustenburg Smelter (Slimes 1 2 3),Glencore,South Africa,-25.615556,27.225,Inactive,1980.0,400000.0,400000.0,Significant,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,1252.220294216376,1.3
723,Rustenburg Smelter,Rustenburg Smelter (Slimes 4),Glencore,South Africa,-25.614444,27.226111,Active,2016.0,160000.0,280000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,1390.1979884366604,1.4
736,Thorncliffe Chrome Mine,Thorncliffe TSF (North Tailings Disposal Dam),Glencore,South Africa,-24.960556,30.124722,Active,2017.0,410000.0,760000.0,Significant,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,56717,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,0.0,0.0
730,Waterval Mine,Waterval TSF (East),Glencore,South Africa,-25.684167,27.27,Closed,,45000.0,45000.0,Low,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,0.0,0.0
731,Waterval Mine,Waterval TSF (West),Glencore,South Africa,-25.684444,27.268889,Closed,,380000.0,380000.0,Low,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,0.0,0.0
724,Wonderkop Smelter,Wonderkop Smelter (Slimes Dam 1),Glencore,South Africa,-25.715833,27.405,Inactive,1997.0,60000.0,60000.0,Significant,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,2626.90665685861,2.6
725,Wonderkop Smelter,Wonderkop Smelter (Slimes Dam 2),Glencore,South Africa,-25.716389,27.403056,Inactive,2004.0,100000.0,100000.0,Significant,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,2764.935498905205,2.8
726,Wonderkop Smelter,Wonderkop Smelter (Slimes Dam 3),Glencore,South Africa,-25.717778,27.403333,Active,2013.0,6000.0,290000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,2683.5299408056626,2.7
729,Kroondal Mine,Kroondal TSF (TSF),Glencore,South Africa,-25.716389,27.356111,Active,2002.0,400000.0,530000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,3820.6215943564457,3.8
2841,Annesley,Quarry 1,Imerys,South Africa,-24.400297,30.256309,Closed,1995.0,500000.0,500000.0,Low,Global Tailing Dam [https://www.grida.no/publications/472],,56717,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,3965.89662144614,4.0
2842,Annesley,Quarry 3,Imerys,South Africa,-24.403267,30.261319,Active,2012.0,150000.0,100000.0,Low,Global Tailing Dam [https://www.grida.no/publications/472],,56717,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,4149.552932748412,4.1
1549,Marula,TD1,IMPALA Platinum,South Africa,-24.511094,30.108347,Active,2003.0,12000000.0,13500000.0,HIGH hazard facility,Global Tailing Dam [https://www.grida.no/publications/472],http://www.implats.co.za/pdf/our-stories/2019/tailings-disclosures.pdf,56717,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,396.3435047809366,0.4
1550,Marula,TD2,IMPALA Platinum,South Africa,-24.516964,30.104231,Construction,2020.0,,45000000.0,,Global Tailing Dam [https://www.grida.no/publications/472],http://www.implats.co.za/pdf/our-stories/2019/tailings-disclosures.pdf,56717,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,772.4170299171141,0.8
1551,Two Rivers,Two Rivers Tailings facility,IMPALA Platinum,South Africa,-24.955322,30.105894,Active,2006.0,3900000.0,565333.0,HIGH hazard facility,Global Tailing Dam [https://www.grida.no/publications/472],http://www.implats.co.za/pdf/our-stories/2019/tailings-disclosures.pdf,56717,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,0.0,0.0
966,Kroondal Mine,K1,Sibanye-Stillwater,South Africa,-25.71306,27.3296,Active,1999.0,5300000.0,6200000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://thevault.exchange/?get_group_doc=245/1559906270-sibanye-stillwater-tailings-storage-facilities-07jun2019.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,3182.274676987763,3.2
967,Kroondal Mine,K150,Sibanye-Stillwater,South Africa,-25.7164,27.35163,Active,2001.0,10100000.0,11900000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://thevault.exchange/?get_group_doc=245/1559906270-sibanye-stillwater-tailings-storage-facilities-07jun2019.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,3555.358862376023,3.6
968,Kroondal Mine,K2,Sibanye-Stillwater,South Africa,-25.71688,27.3604,Active,2005.0,16000000.0,18400000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://thevault.exchange/?get_group_doc=245/1559906270-sibanye-stillwater-tailings-storage-facilities-07jun2019.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,4051.5272188301783,4.1
969,Kroondal Mine,Marikana,Sibanye-Stillwater,South Africa,-25.732519,27.40939,Active,1999.0,11900000.0,16800000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://thevault.exchange/?get_group_doc=245/1559906270-sibanye-stillwater-tailings-storage-facilities-07jun2019.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,1418.7395354484875,1.4
963,Rustenburg operations,Paardekraal PK4,Sibanye-Stillwater,South Africa,-25.6273,27.3053,Active,2007.0,39500000.0,53000000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://thevault.exchange/?get_group_doc=245/1559906270-sibanye-stillwater-tailings-storage-facilities-07jun2019.pdf,56723,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,5022.7986997862245,5.0
552,San Ciprian,RSA 1,Alcoa,Spain,43.710602,-7.495062,Active,1980.0,22680000.0,28200000.0,Very High,Global Tailing Dam [https://www.grida.no/publications/472],https://www.alcoa.com/sustainability/en/pdf/impoundments-introduction.pdf,14613,major,high,,serpentinite and peridotite. basic and ultrabasic rocks,Instituto Geológico y Minero de España,True,489.511873170636,0.5
243,McLaughlin,McLaughlin TSF,Barrick Gold Corporation,USA,38.866172,-122.438928,Closed,1985.0,27000000.0,27000000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://barrick.q4cdn.com/788666289/files/doc_downloads/2019/06/Letter-to-the-CoE-plus-inventory.pdf,6827,major,high,"Ultramafic rocks, chiefly Mesozoic, unit 3 (Coast Ranges and Western Klamath Mountains)","Major:{serpentinite}, Minor:{peridotite}",U.S. Geological Survey Data Series 1052,True,0.0,0.0
699,Grey Eagle,Tailings Storage Facility (Tailings Dam),Glencore,USA,41.863611,-123.374444,Closed,1982.0,1000000.0,1000000.0,Significant,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,6584,major,high,"Ultramafic rocks, chiefly Mesozoic, unit 2 (Western Sierra Nevada and Klamath Mountains)","Major:{peridotite,serpentinite}, Minor:{pyroxenite}",U.S. Geological Survey Data Series 1052,True,1353.0584325905022,1.4
1678,Greens Creek,Greens Creek,Hecla Mining Company,USA,58.1174,-134.7463,Active,1989.0,3890000.0,840000.0,,Global Tailing Dam [https://www.grida.no/publications/472],https://www.hecla-mining.com/wp-content/uploads/2019/06/2019-Hecla-TailingsMgmt_FactSheet.pdf,3758,major,high,"Dunite and serpentinite, undivided",Metamorphic," U.S. Geological Survey Scientific Investigations Map 3340, pamphlet 196",True,187.51328044935607,0.2
2876,Lompoc,44 East Pond,Imerys,USA,34.590919,-120.442348,Active,1988.0,238000.0,238000.0,Low Risk,Global Tailing Dam [https://www.grida.no/publications/472],,10707,major,high,"Ultramafic rocks, chiefly Mesozoic, unit 3 (Coast Ranges and Western Klamath Mountains)","Major:{serpentinite}, Minor:{peridotite}",U.S. Geological Survey Data Series 1052,True,4073.4624424121353,4.1
2875,Lompoc,44 West Pond,Imerys,USA,34.591139,-120.44669,Active,1998.0,370000.0,370000.0,Low Risk,Global Tailing Dam [https://www.grida.no/publications/472],,10707,major,high,"Ultramafic rocks, chiefly Mesozoic, unit 3 (Coast Ranges and Western Klamath Mountains)","Major:{serpentinite}, Minor:{peridotite}",U.S. Geological Survey Data Series 1052,True,3713.8180644385056,3.7
2877,Lompoc,TJ Pond,Imerys,USA,34.599939,-120.446121,Active,2001.0,,,,Global Tailing Dam [https://www.grida.no/publications/472],,10707,major,high,"Ultramafic rocks, chiefly Mesozoic, unit 3 (Coast Ranges and Western Klamath Mountains)","Major:{serpentinite}, Minor:{peridotite}",U.S. Geological Survey Data Series 1052,True,4017.4627092547726,4.0
1898,Empire Mine                ,Sand Dam -  Property owned by California State Parkes.,Newmont Goldcorp,USA,39.2047,-121.0476,Inactive ,1956.0,10000000.0,,High,Global Tailing Dam [https://www.grida.no/publications/472],https://www.newmontgoldcorp.com/document/church-of-england-tailings-management/,8325,major,high,"Ultramafic rocks, chiefly Mesozoic, unit 2 (Western Sierra Nevada and Klamath Mountains)","Major:{peridotite,serpentinite}, Minor:{pyroxenite}",U.S. Geological Survey Data Series 1052,True,2546.4871581059747,2.5
1897,Empire Mine                ,Stacy Lane Pond,Newmont Goldcorp,USA,39.2047,-121.0476,Inactive ,1955.0,250000.0,,High,Global Tailing Dam [https://www.grida.no/publications/472],https://www.newmontgoldcorp.com/document/church-of-england-tailings-management/,8325,major,high,"Ultramafic rocks, chiefly Mesozoic, unit 2 (Western Sierra Nevada and Klamath Mountains)","Major:{peridotite,serpentinite}, Minor:{pyroxenite}",U.S. Geological Survey Data Series 1052,True,2546.4871581059747,2.5
1244,Royal Mountain King Mine,Flotation Tailings Reservoir,Yamana Gold,USA,38.008333,-120.684722,Closed,1989.0,5200000.0,5200000.0,,Global Tailing Dam [https://www.grida.no/publications/472],https://s22.q4cdn.com/899716706/files/doc_downloads/2019/06/Tailings-Safety-Disclosure-Data.pdf,10613,major,high,"Ultramafic rocks, chiefly Mesozoic, unit 2 (Western Sierra Nevada and Klamath Mountains)","Major:{peridotite,serpentinite}, Minor:{pyroxenite}",U.S. Geological Survey Data Series 1052,True,4304.221125368161,4.3
115,Unki,Dam 1,Anglo American Platinum,Zimbabwe,-19.62417,30.07222,Active,2010.0,7900000.0,14700000.0,Major,Global Tailing Dam [https://www.grida.no/publications/472],https://www.angloamericanplatinum.com/~/media/Files/A/Anglo-American-Platinum/documents/annual-updates-2019/platinum-tailings-storage-facilities-angloamerican-new.pdf,56688,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,983.145335444703,1.0
118,Unki,Unki Slag Stockpile,Anglo American Platinum,Zimbabwe,-19.613694,30.097567,Active,2018.0,10000.0,130000.0,Insignificant,Global Tailing Dam [https://www.grida.no/publications/472],https://www.angloamericanplatinum.com/~/media/Files/A/Anglo-American-Platinum/documents/annual-updates-2019/platinum-tailings-storage-facilities-angloamerican-new.pdf,56688,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,10.932702044217425,0.0
1552,Mimosa,Mimosa Phase 3 Tailings facility,IMPALA Platinum,Zimbabwe,-20.3185,29.831806,Active,2002.0,20000000.0,28600000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],http://www.implats.co.za/pdf/our-stories/2019/tailings-disclosures.pdf,56688,major,medium,USGS Africa lithology,"Ultramafic (USGS Africa surficial lithology, class 8)","USGS Africa Terrestrial Ecosystems surficial lithology 90 m, class Ultramafic",True,0.0,0.0
