legend_id,source_id,scale,um_class,um_terms,um_rock,name,lith,area_km2,lith_id
56024,125,medium,major,dunit,dunite,Dunita de Medellín,,65.489,84;88;128
47257,43,medium,major,pyroxenit,pyroxenite,Canabrava - Zona Máfica Superior,"pyroxenite, metanorite, meta norite",166.344,62;108
82841,133,medium,major,pyroxenit,pyroxenite,Small mafic intrusive stocks,"Major:{mafic hypabyssal,diorite,pyroxenite}, Minor:{gabbro}",9.806,57;59;62;161
95649,5,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic intrusive rocks - Macquarie Island 75383,,4.982,59;94;105;128
30720,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic rocks of southeast Alaska,Igneous,0.08,95
41438,24,medium,major,dunit;peridotit;pyroxenit;serpentin,peridotite,Nakina Fm,"Major: {gabbro,peridotite,dunite,serpentinite,pyroxenite},Minor: {ash}",508.314,59;61;62;75;88;128
47963,43,medium,major,dunit;peridotit;serpentin,dunite,Guara-pará,"dunite, serpentinite, peridotite, olivine gabbro",14.722,59;61;88;128
40376,24,medium,major,ultramaf,ultramafic rock (undifferentiated),Finlayson Gp,"Major: {cl-bi-schist,amphibolite,hb-gneiss,ac-pg-cl-bi-schist,pg-ac-cl-schist,phyllite,quartzite,ultramafics}",255.484,79;83;84;85;86
73599,205,medium,major,serpentin;ultramaf,serpentinite,Cache Creek Complex,serpentinite ultramafic rocks,5.667,88
87108,249,medium,minor,serpentin,serpentinite,,amphibolite [50.0%..95.0%]; metamorphic rock [5.0%..50.0%]; serpentinite [5.0%..50.0%],68.117,78;86;88
93733,5,medium,idonly,harmonised-lith-id,,metamorphic rocks 39465,,3.018,79;83;84;86;88;89;90
79648,133,medium,major,pyroxenit;serpentin,pyroxenite,Hammett Grove Meta-igneous Suite - ultramafic rocks,"Major:{hornblendite,pyroxenite,serpentinite}, Minor:{schist}",3.867,62;84;88
42359,24,medium,major,peridotit,peridotite,Steele Ck complex,"Major: {gabbro,diabase,peridotite,flows,volcanics},Minor: {screens,argillite,chert}",15.108,45;59;61;63;91;94
75008,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Rapid River Tectonite,ultramafic igneous rocks,6.271,95
96002,5,medium,idonly,harmonised-lith-id,,Windy Creek Diorite,,10.646,57;59;62
30735,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic rocks of southeast Alaska,Igneous,0.446,95
73561,205,medium,major,serpentin;ultramaf,serpentinite,Bridge River Complex,serpentinite ultramafic rocks,13.109,88
28698,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Mafic and ultramafic rocks,Metamorphic,0.678,78
75149,205,medium,major,serpentin;ultramaf,serpentinite,Slide Mountain Complex - Blue Dome Fault Zone,serpentinite ultramafic rocks,130.659,88
13677,12,medium,minor,dunit,dunite,Bluff Intrusives Complex,"norite, gabbro, dunite, diorite, tonalite, granodiorite",44.361,55;57;58;59;108;128
72581,191,medium,idonly,harmonised-lith-id,,,,642.364,61;88;128
91845,5,medium,idonly,harmonised-lith-id,,Dalton Suite,,282.608,59;61;84;88;94;128
30742,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic rocks of southeast Alaska,Igneous,3.694,95
51405,68,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic cumulates,,243.999,62;128;161
29570,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,0.769,95
41435,24,medium,major,pyroxenit;serpentin,serpentinite,Nahlin Fm,"Major: {listwaenite, serpentinite, pyroxenite}",21.285,62;88
48893,43,medium,major,dunit;peridotit;serpentin,serpentinite,Vale do Alegre Suíte Intrusiva,"serpentinite, gabbro, peridotite, dunite, diabase",113.194,59;61;88;94;128
56556,125,medium,major,serpentin;ultramaf,serpentinite,Ultramafitas Serpentinizadas de Filadelfia,,88.706,88
46274,41,medium,idonly,harmonised-lith-id,,Schilpadnest Subsuite of Rustenburg Layered Suite of Bushveld Complex,,767.399,62;101
44776,28,medium,major,ultramaf,ultramafic rock (undifferentiated),Early Cretaceous ultramafic intrusions,ultramafic intrusions,129.15,61;88;128
86966,248,medium,idonly,harmonised-lith-id,,Committee Bay and Woodburn Lake Groups,,506.936,70;127
29559,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,80.185,95
77505,133,medium,minor,pyroxenit,pyroxenite,Baltimore Gabbro Complex,"Major:{gabbro}, Minor:{norite,pyroxenite}",410.502,59;62;108
40714,24,medium,major,harzburg,harzburgite,Harzburgite Gp,"Major: {harzburgite},Minor: {lherzolite}",115.631,128
41432,24,medium,major,dunit;peridotit;pyroxenit;serpentin,peridotite,Nahlin Fm,"Major: {gabbro,peridotite,dunite,serpentinite,pyroxenite}",32.226,59;61;62;88;128
42217,24,medium,major,dunit;harzburg;peridotit;serpentin,dunite,Slide Mountain Gp,"Major: {dunite,peridotite,harzburgite,diabase,serpentinite}",0.166,61;88;94;128
29552,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,23.087,95
74554,205,medium,major,ultramaf,ultramafic rock (undifferentiated),La Perouse Plutonic Suite,ultramafic igneous rocks,0.837,95
32892,21,medium,idonly,harmonised-lith-id,,Youngest volcanic rocks,Unconsolidated,0.65,3;14;61;70;76
77936,133,medium,major,ultramaf,ultramafic rock (undifferentiated),"Burkes Mountain complex, ultramafic rock",Major:{ultramafic},0.592,161
13767,12,medium,minor,pyroxenit,pyroxenite,Foulwind Suite mafic intrusive rocks,"diorite, gabbro, quartz diorite, tonalite, pyroxenite",25.246,57;58;59;62
93090,5,medium,idonly,harmonised-lith-id,,Keilambete Tonalite,,22.726,58;62
75161,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Slide Mountain Complex - Ultramafic and Gabbroic Thrust Sheets,ultramafic igneous rocks,14.412,95
48650,43,medium,major,ultramáf,dunite,Serra Azul Complexo máfico-ultramáfico,"anorthosite, dunite, gabbro, pyroxenite, peridotite",26.986,59;61;62;101;128
28690,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Mafic and ultramafic rocks,Igneous,3.1,95
46130,41,medium,idonly,harmonised-lith-id,,Macala Complex,,8.948,59;62;84;88
29569,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,287.745,95
54127,95,medium,minor,ultrabasic,ultramafic rock (undifferentiated),,"Anorthosite, gabbro, ultrabasic rock and metamorphic equivalents",119.874,59;78;101
30703,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic complexes of western Alaska,Igneous,3.198,95
46044,41,medium,idonly,harmonised-lith-id,,Hlobane Complex,,18.398,84;88;133
29703,21,medium,major,ophiolit;peridotit,peridotite,Peridotite of dismembered ophiolite of the Yukon-Tanana region,Metamorphic,70.726,78
73788,205,medium,major,serpentin;ultramaf,serpentinite,Chapperon Group,serpentinite ultramafic rocks,1.245,88
29565,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,146.448,95
54004,95,medium,minor,ultrabasic,ultramafic rock (undifferentiated),,"Gabbro, dioritoid, ultrabasic rock and metamorphic equivalents",61.134,59;78
72318,191,medium,idonly,harmonised-lith-id,,,,11.411,128
29534,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Older ultramafic rocks of southeast Alaska,Igneous,4.355,95
81444,133,medium,major,pyroxenit,pyroxenite,Olivine pyroxenite,"Major:{pyroxenite}, Minor:{peridotite}",7.152,61;62
73843,205,medium,major,serpentin;ultramaf,serpentinite,Crooked Amphibolite,serpentinite ultramafic rocks,91.104,88
40406,24,medium,major,peridotit;serpentin,peridotite,Finlayson Gp,"Major: {peridotite,serpentinite,gabbro}",5.797,59;61;88
40422,24,medium,major,peridotit;pyroxenit;serpentin,serpentinite,Finlayson Gp,"Major: {serpentinite,peridotite,pyroxenite},Minor: {metagabbro}",23.588,61;62;88;133
42216,24,medium,major,serpentin,serpentinite,Slide Mountain Gp,"Major: {serpentinite},Minor: {gabbro, pyroxentie, amphibolite}",76.433,59;86;88
56555,125,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafitas de Uré,,11.235,61
83335,133,medium,major,ultramaf,serpentinite,Ultramafic rock,"Major:{ultramafic}, Minor:{serpentinite}",0.564,88
29533,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Older ultramafic rocks of southeast Alaska,Igneous,1.133,95
73666,205,medium,major,ultramaf,serpentinite,Cache Creek Complex - Trembleur Ultramafite Unit,serpentinite ultramafic rocks,61.802,88
30739,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic rocks of southeast Alaska,Igneous,7.91,95
95127,5,medium,idonly,harmonised-lith-id,,Sherlock Intrusion,,41.699,59;62
46124,41,medium,idonly,harmonised-lith-id,,Losberg Complex,,11.197,59;108;128
75073,205,medium,major,serpentin;ultramaf,serpentinite,Shulaps Ultramafic Complex - Serpentinite Melange unit - layered ultramafic rocks,ultramafic igneous rocks,0.029,95
53975,95,medium,minor,ultrabasic,ultramafic rock (undifferentiated),,"Gabbro, diorite, ultrabasic rock and metamorphic equivalents",328.465,57;59;78
29549,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,0.334,95
28699,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Mafic and ultramafic rocks,Tectonite,3.043,15;78;88;122;178
40369,24,medium,major,serpentin,serpentinite,Finlayson Gp,"Major: {gabbro, serpentinite}",4.288,59;88
76880,43,medium,minor,ultramaf,ultramafic rock (undifferentiated),Mundo Novo,"meta dacite, dacite, siliciclastic, meta dacite, banded iron formation (BIF'S), slate, gneiss, metabasalt, ultramafic metamorphic rocks, chert, metasedimentary, tuff",298.223,1;45;48;68;76;78;79;82;122;133
83331,133,medium,major,peridotit;pyroxenit,serpentinite,Ultramafic and mafic intrusive rocks and serpentinized equivalents,"Major:{peridotite,pyroxenite,gabbro}, Minor:{norite,serpentinite,metavolcanic,chert}",262.496,45;59;61;62;88;108;178
40462,24,medium,major,serpentin,serpentinite,Finlayson Gp,Major: {serpentinite},0.247,88
30708,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic complexes of western Alaska,Igneous,39.438,95
42360,24,medium,major,peridotit,peridotite,Steele Creek Gp,"Major: {gabbro,diabase,peridotite}",10.176,59;61;94
77646,133,medium,major,ultramaf,ultramafic rock (undifferentiated),Belchertown Complex,"Major:{quartz monzodiorite,ultramafic}",22.135,15;57;161
13712,12,medium,minor,ultramaf,ultramafic rock (undifferentiated),Darran Suite Cretaceous mafic and intermediate intrusive rocks,"gabbro, gabbronorite, diorite, leucogabbronorite, quartz diorite, tonalite, ultramafic igneous rock",1024.422,57;58;59;95
42196,24,medium,major,dunit;harzburg;peridotit;serpentin,dunite,Slide Mountain Gp,"Major: {dunite,peridotite,harzburgite,diabase,serpentinite}",46.872,61;88;94;128
82632,133,medium,major,serpentin,serpentinite,Serpentinite,Major:{serpentinite},3.907,88
90785,5,medium,major,kimberlit,kimberlite,Bangar Kimberlitic Diatreme,,1.259,95;100
29334,21,medium,major,ophiolit,ophiolite complex,Newenham ophiolite complex,Igneous,43.36,95
13693,12,medium,minor,serpentin,serpentinite,Caples Group TZIII schist,"limestone, quartzite, chert, serpentinite",5215.028,30;45;85;88
42222,24,medium,minor,pyroxenit,pyroxenite,Snag Creek Fm,"Major: {gabbro},Minor: {pyroxenite}",0.013,59;62
53971,95,medium,minor,ultrabasic,ultramafic rock (undifferentiated),,"Amphibolite, metadolerite including sheeted dyke complex, metagabbro, metamorphosed ultrabasic rock",7613.751,86;133
73564,205,medium,major,serpentin;ultramaf,serpentinite,Bridge River Complex,serpentinite ultramafic rocks,29.29,88
41705,24,medium,major,pyroxenit,pyroxenite,Pyroxenite Creek Gp,"Major: {gabbro,diorite,clinopyroxenite}",55.256,57;59;62
41698,24,medium,major,pyroxenit,pyroxenite,Pyroxene Mountain Gp,"Major: {clinopyroxenite, hornblendite, hornblende pyroxenite, gabbro}",8.082,59;62
42204,24,medium,minor,harzburg;serpentin,serpentinite,Slide Mountain Gp,"Major: {greestone},Minor: {serpentinite, harzburgite}",0.556,88;128
54006,95,medium,minor,ultrabasic,ultramafic rock (undifferentiated),,"Gabbro, dioritoid, ultrabasic rock and metamorphic equivalents",9.73,59;78
29573,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,21.246,95
29698,21,medium,major,ophiolit;peridotit,peridotite,Peridotite of dismembered ophiolite of the Yukon-Tanana region,Metamorphic,18.707,78
42212,24,medium,major,serpentin,serpentinite,Slide Mountain Gp,Major: {serpentinite},25.798,88
74943,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Polaris Ultramafic Suite,mafic to ultramafic rocks,26.69,161
41106,24,medium,major,pyroxenit;serpentin,pyroxenite,"Late Devonian - Tournaisian pyroxenite, serpentinite","Major: {pyroxenite, serpentinite}",9.207,62;88
44765,28,medium,major,ultramaf,ultramafic rock (undifferentiated),Early Carboniferous ultramafic intrusions,ultramafic intrusions,170.581,61;88;128
82768,133,medium,major,ultramaf,ultramafic rock (undifferentiated),Silurian - Precambrian Z ultramafic rocks,Major:{ultramafic},0.195,7;86;98
45949,41,medium,idonly,harmonised-lith-id,,Constantia Suite,,93.943,53;56;62;79
41701,24,medium,major,pyroxenit,pyroxenite,Pyroxenite Creek Gp,"Major: {gabbro,diorite,clinopyroxenite}",1.355,57;59;62
29553,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,1.103,95
41076,24,medium,major,dunit;peridotit,peridotite,Kluane ultramafic Gp,"Major: {peridotite,dunite},Minor: {pyroxenite,gabbro}",1.186,59;61;62;128
27234,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Gabbronorite and other mafic and ultramafic rocks of Hidden terrane,Metamorphic,0.924,78
46016,41,medium,idonly,harmonised-lith-id,,Glenover Carbonatite Complex,,36.849,62;102
40224,24,medium,major,harzburg,harzburgite,Doghead Gp,"Major: {harzburgite},Minor: {gabbro}",68.307,59;128
109,1,medium,major,ultramaf,komatiite,Metasedimentary rocks and mafic to ultramafic metavolcanic rocks,"coarse clastic metasedimentary rocks, marble, quartz arenite, iron formation, komatiite, mafic metavolcanic rocks, and minor felsic metavolcanic rocks",386.415,10;48;90;122;127;161;178
94414,5,medium,idonly,harmonised-lith-id,,North Whundo Intrusion,,2.977,59;62;94;161
29335,21,medium,major,ophiolit,ophiolite complex,Newenham ophiolite complex,Igneous,29.541,95
94803,5,medium,idonly,harmonised-lith-id,,Radio Hill Intrusion,,5.995,59;61;62;161
30729,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic rocks of southeast Alaska,Igneous,1.32,95
40469,24,medium,minor,pyroxenit,pyroxenite,Finlayson Gp,"Major: {gabbro},Minor: {pyroxenite, diabase}",4.707,59;62;94
42194,24,medium,major,dunit;harzburg;peridotit;serpentin,dunite,Slide Mountain Gp,"Major: {dunite,peridotite,harzburgite,diabase,serpentinite}",6.5,61;88;94;128
82100,133,medium,major,serpentin,serpentinite,Pre-Tertiary ultrabasic intrusive rocks,"Major:{serpentinite}, Minor:{peridotite}, Incidental:{pyroxenite, hornfels, schist, amphibolite, granofels, greenstone, phyllite, diorite, gabbro}",290.831,57;59;61;62;83;84;86;87;88;89;109
82634,133,medium,major,peridotit;serpentin,serpentinite,Serpentinized peridotite stocks,"Major:{peridotite,serpentinite}",0.052,61;88
28703,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Mafic and ultramafic rocks in the vicinity of the Denali Fault System,Igneous,0.402,95
55436,114,medium,major,ultramaf,peridotite,"Ultramafic rocks, undivided","metaperidotite, metapyroxenite, serpentinite, and talc schist",59.374,84;88
80084,133,medium,major,kimberlit,kimberlite,Kimberlite,Major:{kimberlite},1.368,100
29691,21,medium,major,ophiolit;peridotit,peridotite,Peridotite of dismembered ophiolite of the Yukon-Tanana region,Igneous,1.544,95
48581,43,medium,minor,ultramaf,ultramafic rock (undifferentiated),"Santa Luz, ortognaisses e supracrustais Unidade","marble, migmatite, gneiss, siliciclastic, granodioritic orthogneiss, ferruginous quartzite, paragneiss, metamorphic mafic rock, ultramafic metamorphic rocks",609.827,1;78;79;80;85;90;120;161
77102,43,medium,minor,serpentin,serpentinite,Serra do Cotovelo Formação,"phyllite, serpentinite, Komatiíto",99.053,83;88
41072,24,medium,major,peridotit,peridotite,Kluane ultramafic Gp,"Major: {gabbro,greenstone,sills,peridotite},Minor: {dunite}",5.507,59;61;87;128
26758,21,medium,major,dunit;serpentin,dunite,"Dunite and serpentinite, undivided",Metamorphic,1.536,78
84570,205,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic rocks,ultramafic igneous rocks,3.24,95
29692,21,medium,major,ophiolit;peridotit,peridotite,Peridotite of dismembered ophiolite of the Yukon-Tanana region,Igneous,5.575,95
28717,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Mafic and ultramafic rocks of the Valdez and Orca Groups,Igneous,10.189,95
94068,5,medium,major,serpentin,serpentinite,Mount Mia Serpentinite,,236.97,59;83;84;85;86;88;90;98;128;161;176
54115,95,medium,minor,komatiit,komatiite,,"Basalt, komatiite, metamorphic",817.568,70;78;127
83334,133,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic rock,Major:{ultramafic},2.213,161
29695,21,medium,major,ophiolit;peridotit,peridotite,Peridotite of dismembered ophiolite of the Yukon-Tanana region,Igneous,3.724,95
95104,5,medium,major,serpentin,serpentinite,serpentinite 39486,,13.486,18;59;84;88
29543,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,0.458,95
80733,133,medium,minor,ultramaf,ultramafic rock (undifferentiated),Metagabbro,"Major:{metagabbro}, Minor:{ultramafic}, Incidental:{diorite}",542.422,57;133
78673,133,medium,major,ultramaf,ultramafic rock (undifferentiated),Devonian gabbro - ultramafic rocks,"Major:{gabbro,ultramafic}",158.671,59
29340,21,medium,major,ophiolit,ophiolite complex,Newenham ophiolite complex,Metamorphic,10.458,78
40463,24,medium,major,serpentin,serpentinite,Finlayson Gp,Major: {serpentinite},5.384,88
84576,205,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic rocks,ultramafic igneous rocks,5.38,95
73317,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Aiken Lake Intrusive Complex,ultramafic igneous rocks,10.57,95
30743,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic rocks of southeast Alaska,Igneous,0.106,95
44890,28,medium,major,ultramaf,ultramafic rock (undifferentiated),Permian ultramafic intrusions,ultramafic intrusions,0.694,
46285,41,medium,major,serpentin,serpentinite,Sithilo Serpentinite-Talc Complex,,10.226,84;88
80817,133,medium,major,dunit,dunite,Meta-ultramafic Rock,"Major:{metadunite}, Minor:{serpentinite,metaperidotite}",28.487,88
29577,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,0.043,95
74939,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Polaris ultramafic suite,dioritic intrusive igneous rocks,49.805,95
74785,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Mount Roberts Formation?,ultramafic igneous rocks,3.183,95
30731,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic rocks of southeast Alaska,Igneous,0.335,95
40466,24,medium,major,serpentin,serpentinite,Finlayson Gp,Major: {serpentinite},0.37,88
78671,133,medium,major,ultramaf,ultramafic rock (undifferentiated),Devonian gabbro/diorite/ultramafic rocks,"Major:{gabbro,diorite,ultramafic}",683.059,57;59
72323,191,medium,idonly,harmonised-lith-id,,,,275.381,57;59;61;63;94;131
56048,125,medium,idonly,harmonised-lith-id,,Esquistos de Buesaco,,0.522,86;88;133
40710,24,medium,major,harzburg,harzburgite,Harzburgite Gp,"Major: {harzburgite},Minor: {dunite}",0.944,128
77171,43,medium,major,ultramáf,ultramafic rock (undifferentiated),Unidade metaultramáfica-COmplexo Apiaí Mirim,"amphibole schist, hornblende, ultramafic metamorphic rocks",8.358,78;84
48871,43,medium,minor,ultramaf,ultramafic rock (undifferentiated),Uauá,"siliciclastic, orthogneiss, gneiss, ultramafic metamorphic rocks",1459.606,1;78;79
27227,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Gabbronorite and other mafic and ultramafic rocks of Hidden terrane,Igneous,92.93,95
95654,5,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic rocks 74479,,46.105,61;62
76836,43,medium,minor,peridotit,peridotite,"Macururé, metagabro Unidade","talc schist, metaperidotite, peridotite, metagabbro, metabasalt",30.418,61;84;133
73622,205,medium,major,serpentin;ultramaf,serpentinite,Cache Creek Complex,serpentinite ultramafic rocks,187.612,88
48386,43,medium,minor,pyroxenit,pyroxenite,Peixes,"Magnetitito, metagabbro, meta pyroxenite, metanorite",26.837,62;133
30740,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic rocks of southeast Alaska,Igneous,4.173,95
30719,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic complexes of western Alaska,Metamorphic,0.467,78
13681,12,medium,major,ultramaf,ultramafic rock (undifferentiated),Brook Street Volcanics Group mafic and ultramafic extrusive and intrusive rocks and volcaniclastic sediments,"sandstone, mudstone, conglomerate, breccia, tuffite, limestone, igneous rock",310.992,7;10;14;15;30;95
75160,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Slide Mountain Complex - Ultramafic and Gabbroic Thrust Sheets,gabbroic to dioritic intrusive igneous rocks,0.404,95
48608,43,medium,minor,pyroxenit,pyroxenite,São José do Jacuípe,"meta granodiorite, meta pyroxenite, meta norite",354.907,55;62;108
53987,95,medium,minor,komatiit,komatiite,,"Basalt, komatiite, andesite, dacite, rhyolite, metamorphic",34.539,64;68;69;70;78;127
40460,24,medium,major,serpentin,serpentinite,Finlayson Gp,Major: {serpentinite},9.039,88
91974,5,medium,idonly,harmonised-lith-id,,"dolerite, metagabbro 74261",,125.375,59;88;94;128;133
27228,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Gabbronorite and other mafic and ultramafic rocks of Hidden terrane,Igneous,0.664,95
40712,24,medium,major,harzburg,harzburgite,Harzburgite Gp,"Major: {harzburgite},Minor: {dunite}",153.655,128
50904,63,medium,major,ophiolit,ophiolite complex,,metamorphic ophiolite complex,29.278,78
78045,133,medium,major,ultramaf,ultramafic rock (undifferentiated),Carboniferous gabbro/diorite/ultramafic rocks,"Major:{gabbro,diorite,ultramafic}",55.577,57;59
95833,5,medium,idonly,harmonised-lith-id,,Warrawoona Group - basalt,,207.061,61;70;88
29584,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Metamorphic,0.043,78
29702,21,medium,major,ophiolit;peridotit,peridotite,Peridotite of dismembered ophiolite of the Yukon-Tanana region,Metamorphic,0.388,78
56026,125,medium,idonly,harmonised-lith-id,,Early Cretaceous igneous rocks,,28.76,86;88;133
47165,43,medium,major,piroxenit,pyroxenite,"Barro Alto, metapiroxenito Litofácies",metamorphic pyroxenite,3.118,62;78
3,1,medium,minor,ultramaf,ultramafic rock (undifferentiated),Alkalic plutonic rocks,"nepheline syenite, alkalic syenite, fenite; associated mafic, ultramafic and carbonatitic rocks",846.142,56;161
95014,5,medium,major,serpentin,serpentinite,Sandalwood Serpentinite,,4.301,62;88;133
40385,24,medium,major,dunit;serpentin,serpentinite,Finlayson Gp,"Major: {gabbro,serpentinite,dunite}",2,59;88;128
55999,125,medium,major,ultramáf,ultramafic rock (undifferentiated),Complejo Ultramáfico de Bolívar,,23.32,59;108
29578,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,4.308,95
46064,41,medium,idonly,harmonised-lith-id,,Kaffirskraal Complex,,1.528,59;62;108;128
83342,133,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic Rocks,Major:{ultramafic},3.935,
39740,23,medium,major,ultramaf,ultramafic rock (undifferentiated),"Unnamed Igneous Intrusion, Palaeogene",ultramafitite,28.379,95
48449,43,medium,major,ultramáf,serpentinite,Quatipuru Complexo máfico-ultramáfico,serpentinite,232.044,88
49875,49,medium,major,peridotit,peridotite,"Metamorphe Gesteine, meist Metamagmatite",Metaperidotite,9.709,
55425,114,medium,major,ophiolit;ultramaf,ultramafic rock (undifferentiated),Tausabana-El Rodeo Complex,ultramafic ophiolite complex,8.796,
39732,23,medium,major,ultramaf,ultramafic rock (undifferentiated),"Unnamed Igneous Intrusion, Neoproterozoic",ultramafitite,2.829,95
81795,133,medium,major,ultramaf,ultramafic rock (undifferentiated),Permian ultramafic intrusions,Major:{ultramafic},0.132,
40428,24,medium,major,ultramaf,ultramafic rock (undifferentiated),Finlayson Gp,Major: {ultramafics},4.897,
84569,205,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic rocks,ultramafic igneous rocks,2.228,95
47168,43,medium,major,ultramáf,peridotite,Barro Alto - Zona Ultramáfica,"metaperidotite, peridotite",33.247,61
76477,43,medium,major,dunit;peridotit;pyroxenit;serpentin,dunite,Babaçu Grupo,"dunite, banded iron formation, serpentinite, talc schist, metabasalt, metagabbro, metaperidotite, peridotite, meta pyroxenite, chert, metasedimentary",343.668,45;48;61;62;84;88;122;128;133
48334,43,medium,major,ultrabásic,pyroxenite,"Palmeirópolis 2, ultrabásica Litofácies","ultramafic rocks, orthopyroxenite, olivine Websterite",2.24,62;128
77673,133,medium,major,dunit;peridotit;serpentin,dunite,Belvidere Mountain Structural Complex - ultramafic rocks,"Major:{dunite,peridotite,serpentinite}, Minor:{carbonate}",3.236,18;61;88;128
81438,133,medium,major,serpentin,talc-carbonate (listwanite),Olistoliths of Metagabbro and Soapstone-Serpentine,"Major:{gabbro,serpentinite}",0.152,59;88
40064,24,medium,major,serpentin,serpentinite,"Cambrian - Devonian serpentinite, listwaenite","Major: {serpentinite, listwaenite}",14.755,88
80632,133,medium,major,serpentin,serpentinite,Melange of Dutchmans Peak,"Major:{metasedimentary,metavolcanic,serpentinite}, Incidental:{gabbro}",120.999,59;88;122;178
83330,133,medium,major,pyroxenit;serpentin,pyroxenite,Ultramafic and Gabbroic Rocks,"Major:{metagabbro,metapyroxenite,serpentinite}, Minor:{amphibole schist}",7.617,84;88;133
95791,5,medium,major,serpentin,serpentinite,Wambidgee Serpentinite,,38.264,18;88
83343,133,medium,major,serpentin;ultramaf,serpentinite,Ultramafic rocks and serpentine,"Major:{ultramafic,serpentinite}",7.704,88
84581,205,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic rocks,ultramafic igneous rocks,1.511,95
95455,5,medium,idonly,harmonised-lith-id,,Thiele Igneous Complex,,4.432,61;63;128;161
83338,133,medium,major,serpentin,serpentinite,Ultramafic rocks,"Major:{serpentinite}, Minor:{metaperidotite,metapyroxenite}",62.65,88
39580,23,medium,major,serpentin,serpentinite,Highland Border Complex [Under Review; Possibly Obsolete],"serpentinite, metabasalt, marble, meta-limestone and psammite",29.82,30;88;90;133
83332,133,medium,major,peridotit;serpentin,peridotite,Ultramafic and related rocks of ophiolite sequences,"Major:{peridotite,serpentinite}, Minor:{gabbro,diorite}",1531.062,57;59;61;88
77969,133,medium,major,ultramaf,ultramafic rock (undifferentiated),Cambrian gabbro/diorite/ultramafic rocks,"Major:{gabbro,diorite,ultramafic}",32.525,57;59
81000,133,medium,major,peridotit,peridotite,Monson Gneiss,Major:{peridotite},0.136,61
40066,24,medium,major,serpentin,serpentinite,"Cambrian - Devonian serpentinite, listwaenite","Major: {serpentinite, listwaenite},Minor: {pyroxenite}",0.379,62;88
77993,133,medium,major,ultramaf,ultramafic rock (undifferentiated),Cambrian ultramafic rocks,Major:{ultramafic},11.598,
95651,5,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic rock 69569,,110.149,61;88
